date,users_active,total_sales,new_customers,sales_per_user,new_customer_rate,rolling_3day_sales,rolling_3day_users,rolling_3day_new_customers,next_day_sales_baseline,next_day_users_baseline,next_day_new_customers_baseline
2023-06-01,179,81287.31,9,454.1190502793296,0.05027932960893855,81287.31,179.0,9.0,,,
2023-06-02,67,74771.99,5,1115.9998507462687,0.07462686567164178,78029.65,123.0,7.0,81287.31,179.0,9.0
2023-06-03,369,84809.74,11,229.83669376693769,0.02981029810298103,80289.68000000001,205.0,8.333333333333334,78029.65,123.0,7.0
2023-06-04,94,61212.3,3,651.1946808510638,0.031914893617021274,73598.01000000001,176.66666666666666,6.333333333333333,80289.68000000001,205.0,8.333333333333334
2023-06-05,402,80911.49,10,201.2723631840796,0.024875621890547265,75644.51000000001,288.3333333333333,8.0,73598.01000000001,176.66666666666666,6.333333333333333
2023-06-06,479,43124.77,10,90.03083507306889,0.020876826722338204,61749.52,325.0,7.666666666666667,75644.51000000001,288.3333333333333,8.0
2023-06-07,218,21758.84,5,99.81119266055046,0.022935779816513763,48598.36666666667,366.3333333333333,8.333333333333334,61749.52,325.0,7.666666666666667
2023-06-08,265,70662.79,6,266.65203773584904,0.022641509433962263,45182.13333333333,320.6666666666667,7.0,48598.36666666667,366.3333333333333,8.333333333333334
2023-06-09,118,61153.83,5,518.2527966101695,0.0423728813559322,51191.82000000001,200.33333333333334,5.333333333333333,45182.13333333333,320.6666666666667,7.0
2023-06-10,170,80175.22,11,471.61894117647057,0.06470588235294118,70663.94666666667,184.33333333333334,7.333333333333333,51191.82000000001,200.33333333333334,5.333333333333333
2023-06-11,327,76432.82,5,233.73951070336395,0.01529051987767584,72587.29,205.0,7.0,70663.94666666667,184.33333333333334,7.333333333333333
2023-06-12,219,55803.75,3,254.81164383561645,0.0136986301369863,70803.93,238.66666666666666,6.333333333333333,72587.29,205.0,7.0
2023-06-13,256,89165.0,7,348.30078125,0.02734375,73800.52333333333,267.3333333333333,5.0,70803.93,238.66666666666666,6.333333333333333
2023-06-14,162,35310.77,12,217.9677160493827,0.07407407407407407,60093.17333333334,212.33333333333334,7.333333333333333,73800.52333333333,267.3333333333333,5.0
2023-06-15,205,80030.41,8,390.392243902439,0.03902439024390244,68168.72666666667,207.66666666666666,9.0,60093.17333333334,212.33333333333334,7.333333333333333
2023-06-16,418,37341.22,13,89.33306220095695,0.03110047846889952,50894.13333333334,261.6666666666667,11.0,68168.72666666667,207.66666666666666,9.0
2023-06-17,134,73719.01,3,550.1418656716418,0.022388059701492536,63696.880000000005,252.33333333333334,8.0,50894.13333333334,261.6666666666667,11.0
2023-06-18,469,88259.76,13,188.18712153518123,0.02771855010660981,66439.99666666666,340.3333333333333,9.666666666666666,63696.880000000005,252.33333333333334,8.0
2023-06-19,405,83266.28,8,205.59575308641976,0.019753086419753086,81748.34999999999,336.0,8.0,66439.99666666666,340.3333333333333,9.666666666666666
2023-06-20,197,61980.23,7,314.6204568527919,0.03553299492385787,77835.42333333332,357.0,9.333333333333334,81748.34999999999,336.0,8.0
2023-06-21,250,41100.58,2,164.40232,0.008,62115.69666666668,284.0,5.666666666666667,77835.42333333332,357.0,9.333333333333334
2023-06-22,416,29874.64,11,71.81403846153846,0.026442307692307692,44318.48333333334,287.6666666666667,6.666666666666667,62115.69666666668,284.0,5.666666666666667
2023-06-23,430,53883.13,9,125.30960465116279,0.020930232558139535,41619.450000000004,365.3333333333333,7.333333333333333,44318.48333333334,287.6666666666667,6.666666666666667
2023-06-24,483,75958.39,11,157.26374741200829,0.022774327122153208,53238.72000000001,443.0,10.333333333333334,41619.450000000004,365.3333333333333,7.333333333333333
2023-06-25,400,71666.22,1,179.16555,0.0025,67169.24666666666,437.6666666666667,7.0,53238.72000000001,443.0,10.333333333333334
2023-06-26,69,39068.22,12,566.2060869565217,0.17391304347826086,62230.943333333336,317.3333333333333,8.0,67169.24666666666,437.6666666666667,7.0
2023-06-27,76,35872.54,4,472.0071052631579,0.05263157894736842,48868.99333333334,181.66666666666666,5.666666666666667,62230.943333333336,317.3333333333333,8.0
2023-06-28,270,31646.37,9,117.20877777777777,0.03333333333333333,35529.04333333334,138.33333333333334,8.333333333333334,48868.99333333334,181.66666666666666,5.666666666666667
2023-06-29,228,46509.93,1,203.9909210526316,0.0043859649122807015,38009.613333333335,191.33333333333334,4.666666666666667,35529.04333333334,138.33333333333334,8.333333333333334
2023-06-30,497,51181.34,7,102.98056338028168,0.014084507042253521,43112.54666666667,331.6666666666667,5.666666666666667,38009.613333333335,191.33333333333334,4.666666666666667
2023-07-01,470,25400.22,5,54.043021276595745,0.010638297872340425,41030.496666666666,398.3333333333333,4.333333333333333,43112.54666666667,331.6666666666667,5.666666666666667
2023-07-02,458,29939.32,9,65.3696943231441,0.019650655021834062,35506.96,475.0,7.0,41030.496666666666,398.3333333333333,4.333333333333333
2023-07-03,240,72595.61,8,302.48170833333336,0.03333333333333333,42645.05000000001,389.3333333333333,7.333333333333333,35506.96,475.0,7.0
2023-07-04,255,84322.06,3,330.6747450980392,0.011764705882352941,62285.66333333334,317.6666666666667,6.666666666666667,42645.05000000001,389.3333333333333,7.333333333333333
2023-07-05,288,20825.27,11,72.30996527777778,0.03819444444444445,59247.64666666667,261.0,7.333333333333333,62285.66333333334,317.6666666666667,6.666666666666667
2023-07-06,130,43875.28,8,337.5021538461538,0.06153846153846154,49674.203333333346,224.33333333333334,7.333333333333333,59247.64666666667,261.0,7.333333333333333
2023-07-07,187,64121.7,12,342.89679144385025,0.06417112299465241,42940.75000000001,201.66666666666666,10.333333333333334,49674.203333333346,224.33333333333334,7.333333333333333
2023-07-08,287,79016.27,1,275.3180139372822,0.003484320557491289,62337.75000000001,201.33333333333334,7.0,42940.75000000001,201.66666666666666,10.333333333333334
2023-07-09,327,89585.41,6,273.961498470948,0.01834862385321101,77574.46,267.0,6.333333333333333,62337.75000000001,201.33333333333334,7.0
